turnings:	1583						
{	10446	1106	10446	11071106	11061105	20	}
{	10447	1105	10447	11061105	11051104	20	}
{	10448	1104	10448	11051104	11041103	20	}
{	10449	1103	10449	11041103	11031102	20	}
{	10450	1102	10450	11031102	11021101	20	}
{	10451	1101	10451	11021101	11011116	20	}
{	10452	1201	10452	12001201	12011202	20	}
{	10453	1202	10453	12011202	12021203	20	}
{	10454	1203	10454	12021203	12031204	20	}
{	10455	1204	10455	12031204	12041205	20	}
{	10456	1205	10456	12041205	12053011	20	}
{	10457	3011	10457	12053011	30113012	20	}
{	10458	3012	10458	30113012	30121206	20	}
{	10459	1206	10459	30121206	12061207	20	}
{	10460	1207	10460	12061207	12071208	20	}
{	10461	1208	10461	12071208	12082013	20	}
{	10462	2013	10462	12082013	20136002	20	}
{	10463	6002	10463	20136002	60026003	20	}
{	10464	6002	10464	60036002	60022013	20	}
{	10465	2013	10465	60022013	20131208	20	}
{	10466	1208	10466	20131208	12081207	20	}
{	10467	1207	10467	12081207	12071206	20	}
{	10468	1206	10468	12071206	12063012	20	}
{	10469	3012	10469	12063012	30123011	20	}
{	10470	3011	10470	30123011	30111205	20	}
{	10471	1205	10471	30111205	12051204	20	}
{	10472	1204	10472	12051204	12041203	20	}
{	10473	1203	10473	12041203	12031202	20	}
{	10474	1202	10474	12031202	12021201	20	}
{	10475	1201	10475	12021201	12011209	20	}
{	10476	1501	10476	15001501	15019009	20	}
{	10477	9009	10477	15019009	90099008	20	}
{	10478	9008	10478	90099008	90081015	20	}
{	10479	1015	10479	90081015	10151016	20	}
{	10480	1022	10480	10211022	10221502	20	}
{	10481	1502	10481	10221502	15021503	20	}
{	10482	1503	10482	15021503	15031504	20	}
{	10483	1504	10483	15031504	15041505	20	}
{	10484	1505	10484	15041505	15051031	20	}
{	10485	1031	10485	15051031	10311032	20	}
{	10486	1034	10486	10331034	10341506	20	}
{	10487	1506	10487	10341506	15061507	20	}
{	10488	1507	10488	15061507	15071508	20	}
{	10489	1508	10489	15071508	15081509	20	}
{	10490	1509	10490	15081509	15091510	20	}
{	10491	1510	10491	15091510	15101511	20	}
{	10492	1511	10492	15101511	15111512	20	}
{	10493	1512	10493	15111512	15121513	20	}
{	10494	1513	10494	15121513	15131514	20	}
{	10495	1514	10495	15131514	15141515	20	}
{	10496	1514	10496	15161514	15141513	20	}
{	10497	1513	10497	15141513	15131512	20	}
{	10498	1512	10498	15131512	15121511	20	}
{	10499	1511	10499	15121511	15111510	20	}
{	10500	1510	10500	15111510	15101509	20	}
{	10501	1509	10501	15101509	15091508	20	}
{	10502	1508	10502	15091508	15081507	20	}
{	10503	1507	10503	15081507	15071506	20	}
{	10504	1506	10504	15071506	15061034	20	}
{	10505	1034	10505	15061034	10341033	20	}
{	10506	1031	10506	10321031	10311505	20	}
